Object Index,Accuracy
0,0.9406
1,0.98279995
2,0.90959996
3,0.8329
4,0.7065
5,0.9568
6,0.98499995
7,0.95729995
8,0.98649997
9,0.6842
10,0.796
11,0.912
12,0.90239996
13,0.85069996
14,0.9011
15,0.9109
16,0.9097
17,0.95199996
18,0.97029996
19,0.93979996
20,0.9834
21,0.9647
22,0.7989
23,0.9727
24,0.8185
25,0.949
26,0.522
27,0.9777
28,0.9856
29,0.7887
30,0.9654
31,0.8975
32,0.8244
33,0.91899997
34,0.96169996
35,0.9332
36,0.89059997
37,0.96919996
38,0.9357
39,0.9783
40,0.9579
41,0.811
42,0.9855
43,0.8328
44,0.965
45,0.90779996
46,0.9756
47,0.95879996
48,0.991
49,0.9037
50,0.9152
51,0.7855
52,0.9138
53,0.9228
54,0.82379997
55,0.9219
56,0.96419996
57,0.9874
58,0.8649
59,0.89599997
60,0.7902
61,0.6035
62,0.9711
63,0.9855
64,0.9115
65,0.9672
66,0.95119995
67,0.9381
68,0.7371
69,0.926
70,0.97639996
71,0.8652
72,0.8796
73,0.93509996
74,0.8944
75,0.8544
76,0.94259995
77,0.9213
78,0.84599996
79,0.87649995
80,0.85069996
81,0.9184
82,0.8864
83,0.9709
84,0.89669997
85,0.7184
86,0.9704
87,0.9551
88,0.86969995
89,0.96999997
90,0.6917
91,0.9695
92,0.95489997
93,0.88629997
94,0.9694
95,0.737
96,0.56009996
97,0.6222
98,0.96519995
99,0.9598
100,0.9697
101,0.94879997
102,0.98499995
103,0.89379996
104,0.77349997
105,0.7406
106,0.93899995
107,0.94079995
108,0.9522
109,0.85679996
110,0.92389995
111,0.9733
112,0.93579996
113,0.98999995
114,0.7876
115,0.9741
116,0.7107
117,0.968
118,0.9501
119,0.8699
120,0.96709996
121,0.9111
122,0.96699995
123,0.93289995
124,0.7062
125,0.9662
126,0.9772
127,0.9479
128,0.90959996
129,0.964
130,0.95299995
131,0.9632
132,0.76559997
133,0.9754
134,0.866
135,0.84
136,0.9108
137,0.96489996
138,0.9633
139,0.8831
140,0.854
141,0.9844
142,0.573
143,0.8796
144,0.8588
145,0.95629996
146,0.9122
147,0.9353
148,0.9763
149,0.8303
150,0.9788
151,0.93509996
152,0.93659997
153,0.7418
154,0.9402
155,0.8991
156,0.8168
157,0.8032
158,0.9335
159,0.9813
160,0.922
161,0.9633
162,0.98209995
163,0.6328
164,0.83669996
165,0.84
166,0.9752
167,0.96239996
168,0.7258
169,0.93399996
170,0.94879997
171,0.9244
172,0.98539996
173,0.9396
174,0.82729995
175,0.8811
176,0.97429997
177,0.90749997
178,0.87329996
179,0.9819
180,0.8947
181,0.92819995
182,0.95839995
183,0.9729
184,0.9777
185,0.9709
186,0.9515
187,0.9471
188,0.9657
189,0.9758
190,0.9162
191,0.9666
192,0.9285
193,0.861
194,0.96129996
195,0.9806
196,0.9016
197,0.9467
198,0.9177
199,0.92109996
200,0.8326
201,0.9772
202,0.8994
203,0.96029997
204,0.96819997
205,0.8897
206,0.90929997
207,0.97849995
208,0.95769995
209,0.9582
210,0.9112
211,0.7894
212,0.9744
213,0.9033
214,0.6577
215,0.99009997
216,0.9762
217,0.8401
218,0.80719995
219,0.9693
220,0.97309995
221,0.9184
222,0.9701
223,0.8957
224,0.9594
225,0.5484
226,0.7529
227,0.8786
228,0.89879996
229,0.93789995
230,0.9781
231,0.945
232,0.7334
233,0.94939995
234,0.7718
235,0.477
236,0.97709996
237,0.8005
238,0.585
239,0.9701
240,0.96199995
241,0.9763
242,0.95629996
243,0.9668
244,0.9644
245,0.93579996
246,0.9827
247,0.90389997
248,0.93619996
249,0.97929996
250,0.9841
251,0.91969997
252,0.9343
253,0.98399997
254,0.8994
255,0.49949998
256,0.8742
257,0.92329997
258,0.9795
259,0.7558
260,0.86249995
261,0.9666
262,0.9784
263,0.97099996
264,0.9838
265,0.97349995
266,0.95919997
267,0.98829997
268,0.73069996
269,0.81759995
270,0.97489995
271,0.89669997
272,0.6322
273,0.9259
274,0.8228
275,0.9885
276,0.9198
277,0.98859996
278,0.9812
279,0.7646
280,0.97239995
281,0.97349995
282,0.9594
283,0.8415
284,0.972
285,0.87409997
286,0.91859996
287,0.9712
288,0.9558
289,0.9295
290,0.973
291,0.92429996
292,0.8286
293,0.94449997
294,0.9662
295,0.927
296,0.9673
297,0.99719995
298,0.9817
299,0.74039996
300,0.9672
301,0.9744
302,0.974
303,0.9501
304,0.936
305,0.8466
306,0.90639997
307,0.97969997
308,0.96169996
309,0.9305
310,0.87039995
311,0.7215
312,0.84529996
313,0.98179996
314,0.9819
315,0.95519996
316,0.96639997
317,0.9068
318,0.96739995
319,0.9532
320,0.95049995
321,0.90459996
322,0.6878
323,0.8341
324,0.974
325,0.9816
326,0.8997
327,0.7017
328,0.8779
329,0.9755
330,0.8009
331,0.74219996
332,0.905
333,0.98279995
334,0.95519996
335,0.8156
336,0.9199
337,0.9472
338,0.9723
339,0.95519996
340,0.98859996
341,0.9515
342,0.9248
343,0.7775
344,0.8674
345,0.9756
346,0.93399996
347,0.93619996
348,0.8443
349,0.95309997
350,0.9554
351,0.47079998
352,0.94949996
353,0.9802
354,0.84559995
355,0.899
356,0.8851
357,0.9558
358,0.78169996
359,0.9719
360,0.955
361,0.833
362,0.9544
363,0.9655
364,0.8839
365,0.8555
366,0.8703
367,0.96309996
368,0.9708
369,0.9266
370,0.92999995
371,0.829
372,0.8875
373,0.9837
374,0.8876
375,0.95989996
376,0.94839996
377,0.87119997
378,0.87109995
379,0.9741
380,0.9228
381,0.9917
382,0.98279995
383,0.8236
384,0.91779995
385,0.95419997
386,0.682
387,0.62369996
388,0.9461
389,0.9395
390,0.91419995
391,0.884
392,0.80289996
393,0.9673
394,0.9465
395,0.9305
396,0.9551
397,0.99619997
398,0.87649995
399,0.8883
400,0.7654
401,0.9781
402,0.7752
403,0.91959995
404,0.9862
405,0.83419997
406,0.72169995
407,0.95059997
408,0.89
409,0.9687
410,0.9881
411,0.93369997
412,0.9765
413,0.9859
414,0.90379995
415,0.87839997
416,0.7486
417,0.7594
418,0.98249996
419,0.79319996
420,0.88
421,0.94189996
422,0.9658
423,0.9611
424,0.9856
425,0.91899997
426,0.95129997
427,0.729
428,0.96819997
429,0.9144
430,0.9798
431,0.97279996
432,0.5603
433,0.965
434,0.99609995
435,0.84349996
436,0.9607
437,0.978
438,0.9544
439,0.9597
440,0.9501
441,0.972
442,0.9424
443,0.95549995
444,0.9708
445,0.60359997
446,0.9896
447,0.88119996
448,0.831
449,0.95729995
450,0.92569995
451,0.94189996
452,0.81759995
453,0.951
454,0.8768
455,0.97779995
456,0.95589995
457,0.9536
458,0.803
459,0.9826
460,0.9479
461,0.9805
462,0.908
463,0.9235
464,0.97499996
465,0.98069996
466,0.9267
467,0.7988
468,0.77089995
469,0.95129997
470,0.93329996
471,0.9963
472,0.9708
473,0.9169
474,0.96099997
475,0.94439995
476,0.78959996
477,0.9289
478,0.98069996
479,0.9253
480,0.9795
481,0.95239997
482,0.81369996
483,0.7078
484,0.8416
485,0.95589995
486,0.97069997
487,0.9101
488,0.9887
489,0.715
490,0.9921
491,0.89309996
492,0.9733
493,0.87549996
494,0.7928
495,0.77629995
496,0.7651
497,0.95419997
498,0.91529995
499,0.974
500,0.7726
501,0.9066
502,0.80799997
503,0.9303
504,0.88439995
505,0.9949
506,0.8513
507,0.9324
508,0.9719
509,0.9675
510,0.7801
511,0.9791
512,0.96629995
513,0.86759996
514,0.8892
515,0.90059996
516,0.9659
517,0.91929996
518,0.85929996
519,0.792
520,0.881
521,0.93979996
522,0.8346
523,0.84779996
524,0.94909996
525,0.9826
526,0.9726
527,0.98209995
528,0.9601
529,0.9791
530,0.7272
531,0.89409995
532,0.9485
533,0.9564
534,0.9327
535,0.9633
536,0.7863
537,0.97969997
538,0.8271
539,0.8835
540,0.9169
541,0.90449995
542,0.95239997
543,0.7536
544,0.9834
545,0.9267
546,0.8779
547,0.96819997
548,0.8067
549,0.8892
550,0.9675
551,0.9199
552,0.9799
553,0.95409995
554,0.94949996
555,0.80789995
556,0.9489
557,0.93979996
558,0.92029995
559,0.98039997
560,0.9741
561,0.96099997
562,0.9948
563,0.95839995
564,0.945
565,0.9784
566,0.97029996
567,0.792
568,0.9798
569,0.992
570,0.9813
571,0.96519995
572,0.78169996
573,0.8082
574,0.8928
575,0.9359
576,0.782
577,0.5865
578,0.9023
579,0.9496
580,0.94009995
581,0.97059995
582,0.94689995
583,0.86679995
584,0.95059997
585,0.9641
586,0.969
587,0.7869
588,0.97179997
589,0.92469996
590,0.82949996
591,0.9873
592,0.98219997
593,0.9352
594,0.9598
595,0.64
596,0.7175
597,0.9589
598,0.98649997
599,0.97319996
600,0.99179995
601,0.9618
602,0.9543
603,0.8998
604,0.964
605,0.7107
606,0.96339995
607,0.9199
608,0.9564
609,0.9052
610,0.83419997
611,0.89309996
612,0.92899996
613,0.96959996
614,0.90099996
615,0.90629995
616,0.99039996
